HCH_012_044_000001	湖廣《禹貢》荊、揚、樑、豫四州之域。
HCH_012_044_000959	後東遷雷寨縣。
HCH_012_044_000960	後還舊治，復故名。
HCH_012_044_000961	東有沅水。
HCH_012_044_000962	西北有屯鎮汶溪後千戶所，洪武二十三年置。
HCH_012_044_000963	東有鎮遠巡檢司，後移上新市，又有江東巡檢司。
HCH_012_044_000964	施州衛軍民指揮使司元施州，屬四川行省夔州路。
HCH_012_044_000965	洪武初省。
HCH_012_044_000966	十四年五月復置，屬夔州府。
HCH_012_044_000967	六月兼置施州衛軍民指揮使司，屬四川都司。
HCH_012_044_000968	十二月屬湖廣都司。
HCH_012_044_000969	後州廢，存衛。
HCH_012_044_000970	北有都亭山。
HCH_012_044_000971	東有連珠山，五峯關在山下。
HCH_012_044_000972	又東南有東門山。
HCH_012_044_000973	東北有清江，自四川黔江縣流入，一名夷水，亦曰黔江，衛境諸水皆入焉，下流至宜都縣入於大江。
HCH_012_044_000974	領所一，宣撫司四，安撫司九，長官司十三，蠻夷官司五。
HCH_012_044_000975	東北距布政司千七百里。
HCH_012_044_000976	大田軍民千戶所洪武二十三年閏四月以散毛宣撫司之大水田置。
HCH_012_044_000977	東有小關山。
HCH_012_044_000978	西南有萬頃湖，與酉陽界。
HCH_012_044_000979	又南有深溪關。
HCH_012_044_000980	北有硝場，產硝。
HCH_012_044_000981	東北距衛二百二十里。
HCH_012_044_000982	施南宣撫司元施南道宣慰司。
HCH_012_044_000983	洪武四年十二月因之，後廢。
HCH_012_044_000984	十六年十一月復置，屬施州衛。
HCH_012_044_000985	二十七年後復廢。
HCH_012_044_000986	永樂二年五月改置長官司，屬大田軍民千戶所。
HCH_012_044_000987	四年三月升宣撫司，仍屬衛。
HCH_012_044_000988	東有舊治。
HCH_012_044_000989	後遷夾壁龍孔，即今治也。
HCH_012_044_000990	西有前江，發源七藥山，西南流與後江合，入四川彭水縣界。
HCH_012_044_000991	北距衛一百里。
HCH_012_044_000992	領安撫司五：東鄉五路安撫司元東鄉五路軍民府。
HCH_012_044_000993	洪武四年十二月改置長官司，後升安撫司。
HCH_012_044_000994	領長官司三，蠻夷官司二。
HCH_012_044_000995	搖把峒長官司元又把峒安撫司，後廢。
HCH_012_044_000996	宣德三年五月改置。
HCH_012_044_000997	下愛茶峒長官司二長官司俱元容美洞地。
HCH_012_044_000998	至大二年置懷德府，屬四川南道宣慰司。
HCH_012_044_000999	至順二年正月升宣撫司。
HCH_012_044_001000	至正中，升軍民宣慰司。
HCH_012_044_001001	太祖甲辰年六月改軍民宣撫司，後廢。
HCH_012_044_001002	宣德三年五月改置。
HCH_012_044_001003	鎮遠蠻夷官司宣德三年五月置。
HCH_012_044_001004	隆奉蠻夷官司元隆奉宣撫司。
HCH_012_044_001005	洪武四年十二月改長官司，後廢。
HCH_012_044_001006	宣德三年五月改置官司。
HCH_012_044_001007	忠路安撫司明玉珍忠路宣撫司。
HCH_012_044_001008	洪武四年改安撫司，二十三年廢。
HCH_012_044_001009	永樂五年復置，領長官司一。
HCH_012_044_001010	劍南長官司宣德三年五月置。
HCH_012_044_001011	忠孝安撫司元置。
HCH_012_044_001012	洪武四年十二月改置長官司，尋復故。
HCH_012_044_001013	二十三年廢。
HCH_012_044_001014	永樂五年復置。
HCH_012_044_001015	金峒安撫司元置。
HCH_012_044_001016	洪武四年十二月改長官司。
HCH_012_044_001017	永樂五年復故。
HCH_012_044_001018	宣德三年五月領蠻夷官司一。
HCH_012_044_001019	隆慶五年正月降爲峒長。
HCH_012_044_001020	西坪蠻夷官司宣德三年五月置。
HCH_012_044_001021	中峒安撫司嘉靖初置。
HCH_012_044_001022	散毛宣撫司元至元三十年四月置散毛洞蠻夷官。
HCH_012_044_001023	三十一年五月升爲府，屬四川行省。
HCH_012_044_001024	至正六年七月改散毛誓厓等處軍民宣慰司。
HCH_012_044_001025	明玉珍改散毛宣慰使司都元帥。
HCH_012_044_001026	洪武七年五月改散毛沿邊宣慰司，屬四川重慶衛。
HCH_012_044_001027	二十三年廢。
HCH_012_044_001028	永樂二年五月置散毛長官司，屬大田軍民千戶所。
HCH_012_044_001029	四年三月升宣撫司，屬施州衛。
HCH_012_044_001030	南有白水河，一名酉溪，自忠建宣撫司流入，又東南入永順司界。
HCH_012_044_001031	東北距衛二百五十里。
HCH_012_044_001032	領安撫司二：龍潭安撫司元龍潭宣撫司。
HCH_012_044_001033	明玉珍改長官司。
HCH_012_044_001034	洪武八年十二月改龍潭安撫司，屬四川重慶衛。
HCH_012_044_001035	二十三年廢。
HCH_012_044_001036	永樂四年三月復置，來屬。
HCH_012_044_001037	南有清江。
HCH_012_044_001038	大旺安撫司明玉珍大旺宣撫司。
HCH_012_044_001039	洪武八年十二月因之，屬四川。
HCH_012_044_001040	永樂五年改置，領蠻夷官司二。
HCH_012_044_001041	東流蠻夷官司洪武八年十二月置東流安撫司，屬四川，後廢。
HCH_012_044_001042	宣德三年五月改置，來屬。
HCH_012_044_001043	臈壁峒蠻夷官司宣德三年五月置。
HCH_012_044_001044	忠建宣撫司元忠建軍民都元帥府。
HCH_012_044_001045	明玉珍因之。
HCH_012_044_001046	洪武五年正月改長官司。
HCH_012_044_001047	六年升宣撫司。
HCH_012_044_001048	二十七年四月改安撫司，尋廢。
HCH_012_044_001049	永樂四年復置宣撫司，屬施州衛。
HCH_012_044_001050	南有白水河，源出將軍山，西南流，車東河自容美司來合焉。
HCH_012_044_001051	北距衛二百五十里。
HCH_012_044_001052	領安撫司二：忠峒安撫司元湖南鎮邊宣慰司。
HCH_012_044_001053	明玉珍改沿邊溪洞宣撫司。
HCH_012_044_001054	洪武五年正月改沿邊溪洞長官司，後廢。
HCH_012_044_001055	永樂四年改置。
HCH_012_044_001056	西南有酉溪。
HCH_012_044_001057	高羅安撫司元高羅宣撫司。
HCH_012_044_001058	明玉珍改安撫司。
HCH_012_044_001059	洪武六年廢。
HCH_012_044_001060	永樂四年三月復置。
HCH_012_044_001061	領長官司一。
HCH_012_044_001062	思南長官司成化後置。
HCH_012_044_001063	容美宣撫司元容美等處宣撫司，屬四川行省。
HCH_012_044_001064	太祖丙午年二月因之。
HCH_012_044_001065	吳元年正月改黃沙、靖安、麻寮等處軍民宣撫司。
HCH_012_044_001066	洪武五年二月改置長官司。
HCH_012_044_001067	七年十一月升宣慰司，後廢。
HCH_012_044_001068	永樂四年復置宣撫司，屬施州衛。
HCH_012_044_001069	西南有山河，即漊水之上源，東入九溪衛界。
HCH_012_044_001070	西北距衛二百十里。
HCH_012_044_001071	領長官司五：盤順長官司元元統二年正月置盤順府。
HCH_012_044_001072	至正十五年四月升軍民安撫司。
HCH_012_044_001073	洪武五年三月改爲長官司。
HCH_012_044_001074	椒山瑪瑙長官司、五峯石寶長官司、石樑下峒長官司、水盡源通塔平長官司四長官司，俱洪武七年十一月置，十四年廢。
HCH_012_044_001075	永樂五年復置。
HCH_012_044_001076	木冊長官司元木冊安撫司。
HCH_012_044_001077	明玉珍改長官司。
HCH_012_044_001078	洪武四年廢。
HCH_012_044_001079	永樂四年三月復置，屬高羅安撫司。
HCH_012_044_001080	宣德九年六月直隸施州衛。
HCH_012_044_001081	鎮南長官司元宣化鎮南五路軍民府，尋改湖南鎮邊毛嶺峒宣慰司。
HCH_012_044_001082	明玉珍改鎮南宣撫司。
HCH_012_044_001083	太祖丙午年二月因之，尋廢。
HCH_012_044_001084	洪武八年二月復置，屬施州衛。
HCH_012_044_001085	二十三年復廢。
HCH_012_044_001086	永樂五年改置，直隸施州衛。
HCH_012_044_001087	有酉溪。
HCH_012_044_001088	唐崖長官司元唐崖軍民千戶所。
HCH_012_044_001089	明玉珍改安撫司。
HCH_012_044_001090	洪武七年四月改長官司，後廢。
HCH_012_044_001091	永樂四年三月復置，直隸施州衛。
HCH_012_044_001092	南有黔水，即清江之上源。
HCH_012_044_001093	永順軍民宣慰使司元至元中，置永順路，後改永順保靖南渭安撫司。
HCH_012_044_001094	至大三年四月改永順等處軍民安撫司。
HCH_012_044_001095	至正十一年四月升宣撫司，屬四川行省。
HCH_012_044_001096	洪武二年爲州。
HCH_012_044_001097	十二月置永順軍民安撫司。
HCH_012_044_001098	六年十二月升軍民宣慰使司，屬湖廣行省，尋改屬都司。
HCH_012_044_001099	西南有水溪，即酉水也，下流入沅陵縣界。
HCH_012_044_001100	領州三，長官司六。
HCH_012_044_001101	東北距布政司二千里。
HCH_012_044_001102	南渭州司西。
HCH_012_044_001103	元屬新添葛蠻安撫司，後廢。
HCH_012_044_001104	洪武二年復置，改屬。
HCH_012_044_001105	施溶州司東南。
HCH_012_044_001106	元會溪施溶等處長官司，屬思州軍民安撫司，後廢。
HCH_012_044_001107	洪武二年改置，來屬。
HCH_012_044_001108	上溪州司西。
HCH_012_044_001109	洪武二年置臈惹洞長官司、麥著黃洞長官司、驢遲洞長官司、施溶溪長官司四長官司，元俱屬思州軍民安撫司。
HCH_012_044_001110	洪武三年改屬。
HCH_012_044_001111	白崖洞長官司元屬新添葛蠻安撫司。
HCH_012_044_001112	洪武三年改屬。
HCH_012_044_001113	田家洞長官司洪武三年置。
HCH_012_044_001114	保靖州軍民宣慰使司元保靖州，屬新添葛蠻安撫司。
HCH_012_044_001115	太祖丙午年二月置保靖州軍民安撫司。
HCH_012_044_001116	洪武元年九月改宣慰司。
HCH_012_044_001117	六年十二月升軍民宣慰使司，直隸湖廣行省，尋改屬都司。
HCH_012_044_001118	北有北河，自酉陽司流入，東入永順司界。
HCH_012_044_001119	又有峒河，下流與盧溪縣之武溪合。
HCH_012_044_001120	領長官司二。
HCH_012_044_001121	東北距布政司千九百七十里。
HCH_012_044_001122	五寨長官司司南。
HCH_012_044_001123	元置，洪武七年六月因之。
HCH_012_044_001124	筸子坪長官司司南。
HCH_012_044_001125	太祖甲辰年六月置竿子坪洞元帥府，後廢。
HCH_012_044_001126	永樂三年七月改置。
HCH_012_044_001127	浙江《禹貢》揚州之域。
HCH_012_044_001128	元置江浙等處行中書省，治杭州路。
HCH_012_044_001129	又分置浙東道宣慰使司，治慶元路。
HCH_012_044_001130	屬焉。
HCH_012_044_001131	太祖戊戌年十二月置中書分省。
HCH_012_044_001132	治甯越府。
HCH_012_044_001133	癸卯年二月移治嚴州府。
HCH_012_044_001134	丙午年十二月罷分省，置浙江等處行中書省。
HCH_012_044_001135	治杭州府。
HCH_012_044_001136	洪武三年十二月置杭州都衛。
HCH_012_044_001137	與行中書省同治。
HCH_012_044_001138	八年十月改都衛爲浙江都指揮使司。
HCH_012_044_001139	九年六月改行中書省爲承宣布政使司。
HCH_012_044_001140	領府十一，屬州一，縣七十五。
HCH_012_044_001141	爲裏一萬零八百九十九。
HCH_012_044_001142	西至開化，與江南界。
HCH_012_044_001143	南至平陽，與福建界。
HCH_012_044_001144	北至太湖，與江南界。
HCH_012_044_001145	東至海。
HCH_012_044_001146	距南京九百里，京師三千二百里。
HCH_012_044_001147	洪武二十六年編戶二百一十三萬八千二百二十五，口一千四十八萬七千五百六十七。
HCH_012_044_001148	弘治四年，戶一百五十萬三千一百二十四，口五百三十萬五千八百四十三。
HCH_012_044_001149	萬曆六年，戶一百五十四萬二千四百八，口五百一十五萬三千五。
HCH_012_044_001150	杭州府元杭州路，屬江浙行省。
HCH_012_044_001151	太祖丙午年十一月爲府。
HCH_012_044_001152	領縣九：錢塘倚。
HCH_012_044_001153	洪武三年四月建吳王府。
HCH_012_044_001154	十一年正月改封周王，遷河南開封府。
HCH_012_044_001155	南有鳳凰山，有秦望山。
HCH_012_044_001156	西南有靈隱山。
HCH_012_044_001157	南有錢塘江，亦曰浙江，有三源：曰新安江，出南直歙縣；曰信安江，出開化縣；曰東陽江，出東陽縣。
HCH_012_044_001158	匯而東爲錢塘江，至會稽縣三江海口入海。
HCH_012_044_001159	西有西湖，源出武林泉。
HCH_012_044_001160	又北有運河，至秀水縣北，而接南直運河。
HCH_012_044_001161	又有安溪，即苕溪也，自餘杭縣流入，下流至烏程縣東北，注於太湖。
HCH_012_044_001162	仁和倚。
HCH_012_044_001163	東北有皋亭山，有臨平山，下有臨平湖，後塞。
HCH_012_044_001164	北有北新關，成化中設戶部分司於此。
HCH_012_044_001165	又有塘棲鎮。
HCH_012_044_001166	海寧府東少北。
HCH_012_044_001167	元海寧州。
HCH_012_044_001168	洪武二年降爲縣。
HCH_012_044_001169	南濱海，有捍海塘。
HCH_012_044_001170	西南有赭山，與蕭山縣龕山相對，浙江經其中，東接大海，謂之海門。
HCH_012_044_001171	東南有石墩鎮巡檢司，本置縣東北硤石鎮，後遷於此，更名。
HCH_012_044_001172	西南有赭山鎮巡檢司，本置縣西陳橋北，尋遷赭山，更名，又遷文堂山上，仍故名。
HCH_012_044_001173	又西北有長安鎮。
HCH_012_044_001174	富陽府西。
HCH_012_044_001175	東有觀山。
HCH_012_044_001176	西南有湖洑山。
HCH_012_044_001177	東南臨富春江，即錢塘江也。
HCH_012_044_001178	西南有東梓巡檢司，後廢。
HCH_012_044_001179	餘杭府西北。
HCH_012_044_001180	西南有大滌山。
HCH_012_044_001181	西北有徑山。
HCH_012_044_001182	南有苕溪，源出於潛縣天目山。
HCH_012_044_001183	東北有石瀨巡檢司，後廢。
HCH_012_044_001184	臨安府西。
HCH_012_044_001185	舊治在縣西西墅鎮。
HCH_012_044_001186	洪武初徙於今所，本吳越衣錦軍也。
HCH_012_044_001187	西有天目山，亦曰東天目，其在於潛境者爲西天目。
HCH_012_044_001188	西北有南溪，即東苕溪也，源出天目山，經縣南，亦曰新溪。
HCH_012_044_001189	於潛府西。
HCH_012_044_001190	北有天目山，浮溪出焉。
HCH_012_044_001191	縣南爲紫溪，下流至桐盧縣入浙江。
HCH_012_044_001192	新城府西南。
HCH_012_044_001193	西有葛溪，又東北有松溪合焉，至峴口入於浙江。
HCH_012_044_001194	昌化府西。
HCH_012_044_001195	東南有柳相山。
HCH_012_044_001196	南有銅坑山。
HCH_012_044_001197	西北有千頃山。
HCH_012_044_001198	西有昱嶺，上有關。
HCH_012_044_001199	又西北有黃花嶺，上亦有關。
HCH_012_044_001200	東南有柳溪，東流合於於潛之紫溪。
HCH_012_044_001201	又有雙溪，自縣治南流入柳溪。
HCH_012_044_001202	西有手甗嶺巡檢司，遷縣西南株柳村，又遷縣西湛村，又遷楊家塘，仍故名。
HCH_012_044_001203	嚴州府元建德路，屬江浙行省。
HCH_012_044_001204	太祖戊戌年三月爲建安府，尋曰建德府。
HCH_012_044_001205	壬寅年二月改曰嚴州府。
HCH_012_044_001206	領縣六。
HCH_012_044_001207	東北距布政司二百七十里。
HCH_012_044_001208	建德倚。
HCH_012_044_001209	北有烏龍山。
HCH_012_044_001210	西有銅官山。
HCH_012_044_001211	又新安江自淳安縣流入，經城南，東陽江自西南來合焉。
HCH_012_044_001212	又東北有胥溪，來入江，謂之胥口，亦曰建德江。
HCH_012_044_001213	東有管界巡檢司。
HCH_012_044_001214	桐廬府東北。
HCH_012_044_001215	西有富春山，一名嚴陵山。
HCH_012_044_001216	桐江在南，即浙江也，亦曰睦江。
HCH_012_044_001217	自建德縣流入，經富春山之釣臺下，曰七里瀨，又東經桐君山下，曰桐江。
HCH_012_044_001218	有桐溪自縣東北流入焉，謂之桐江口，其上源即分水縣之天目溪也。
HCH_012_044_001219	有桐江巡檢司，後遷桐君山，又遷窄溪埠。
HCH_012_044_001220	淳安府西。
HCH_012_044_001221	南有云濛山。
HCH_012_044_001222	西有都督山，又有威平洞，亦曰青溪洞，又名幫源洞。
HCH_012_044_001223	南有新安江，自南直歙縣流入，亦曰青溪。
HCH_012_044_001224	西有街口、又有永平、南有港口三巡檢司，後廢。
HCH_012_044_001225	東有錦溪關，嘉靖中置。
HCH_012_044_001226	遂安府西少南。
HCH_012_044_001227	西有武強溪，有雙溪流合焉，曰三渡口，經城南，東北注於淳安之青溪。
HCH_012_044_001228	南有鳳林巡檢司，後廢。
HCH_012_044_001229	壽昌府西南。
HCH_012_044_001230	東南有巖峒山。
HCH_012_044_001231	西有壽昌溪，東北流至建德縣，入新安江。
HCH_012_044_001232	南有常樂溪，東南流至蘭溪縣，入東陽江。
HCH_012_044_001233	西有社田、西南有上梅二巡檢司。
HCH_012_044_001234	分水府東北。
HCH_012_044_001235	東有天目溪，上源即於潛縣之紫溪及昌化縣柳溪也，下流爲桐廬縣之桐溪。
HCH_012_044_001236	又東南有前溪，自淳安縣流入，東流於天目溪。
HCH_012_044_001237	東有吳村巡檢司，後廢。
HCH_012_044_001238	嘉興府元嘉興路，屬江浙行省。
HCH_012_044_001239	太祖丙午年十一月爲府，直隸京師。
HCH_012_044_001240	十四年十一月改隸浙江。
HCH_012_044_001241	領縣七。
HCH_012_044_001242	西南距布政司百七十五里。
HCH_012_044_001243	嘉興倚。
HCH_012_044_001244	南有南湖，亦曰鴛鴦湖，流合運河。
HCH_012_044_001245	又有長水塘，西南接海寧，東北接海鹽縣界。
HCH_012_044_001246	又東有雙溪，東出爲華亭塘，南直松江府之漕舟，由此入運河。
HCH_012_044_001247	秀水倚。
HCH_012_044_001248	宣德五年三月析嘉興縣地置。
HCH_012_044_001249	西有運河，北經聞家湖，達南直吳江縣之運河。
HCH_012_044_001250	東北有杉青閘、又有王江涇二巡檢司。
HCH_012_044_001251	嘉善府東。
HCH_012_044_001252	本嘉興縣魏塘鎮巡檢司，宣德五年三月改爲縣。
HCH_012_044_001253	南有華亭塘河，東有魏塘河，東北有清風涇，皆流合焉。
HCH_012_044_001254	西北有分湖，與南直吳江縣分界。
HCH_012_044_001255	又北有章練塘水，亦流合華亭塘河，達華亭縣之泖湖。
HCH_012_044_001256	東北有風涇、西北有陶莊二巡檢司，廢。
HCH_012_044_001257	崇德府西南。
HCH_012_044_001258	元崇德州。
HCH_012_044_001259	洪武二年降爲縣。
HCH_012_044_001260	西北有運河，自德清縣流入。
HCH_012_044_001261	東南有語溪，一名語兒中涇，又名沙渚塘。
HCH_012_044_001262	又東北有石門塘水，東南接運河，北達歸安之烏鎮。
HCH_012_044_001263	桐鄉府西少南。
HCH_012_044_001264	宣德五年三月以崇德縣之鳳鳴鄉置。
HCH_012_044_001265	北有運河，與崇德縣接界。
HCH_012_044_001266	又有爛溪，北達吳江縣之鶯脰湖，西達湖州府潯溪。
HCH_012_044_001267	北有皁林鎮巡檢司。
HCH_012_044_001268	平湖府東。
HCH_012_044_001269	宣德五年三月以海鹽縣之當塗鎮置。
HCH_012_044_001270	東南有故邑山。
HCH_012_044_001271	南有雅山，俗曰瓦山。
HCH_012_044_001272	又當湖在縣治東，下流出海鹽澉浦口入海。
HCH_012_044_001273	其西爲市西河，自嘉興縣流入，入於當湖。
HCH_012_044_001274	其分流南出者，則由縣東南乍浦入海；北出者，則由縣東北蘆瀝浦入海。
HCH_012_044_001275	浦傍有蘆瀝鹽場。
HCH_012_044_001276	又北有東泖，即華亭三泖之上流。
HCH_012_044_001277	東有白沙灣巡檢司，治廣陳墅，後遷縣東南獨山。
HCH_012_044_001278	又東南有乍浦鎮巡檢司，後遷樑莊，仍故名。
HCH_012_044_001279	海鹽府東南。
HCH_012_044_001280	元海鹽州。
HCH_012_044_001281	洪武二年降爲縣。
HCH_012_044_001282	南有秦駐山，又有長牆山。
HCH_012_044_001283	西南有鳳凰山。
HCH_012_044_001284	東北有湯山，又有獨山，舊置鹽場於此。
HCH_012_044_001285	東臨海，有防海塘，洪武初，以石爲之，南北計四千八百丈。
HCH_012_044_001286	又有東、西、南三海口，而西海口在縣東北，尤衝要。
HCH_012_044_001287	東北有呂港，港口有鹽場。
HCH_012_044_001288	西南有鮑郎市，有鹽課司。
HCH_012_044_001289	東北有守禦乍浦千戶所，東南有澉浦守禦千戶所，俱洪武十九年十月置。
HCH_012_044_001290	城東有海口巡檢司，後徙砂腰村，南有澉浦巡檢司，後遷秦駐山，俱仍故名。
HCH_012_044_001291	湖州府元湖州路，屬江浙行省。
HCH_012_044_001292	太祖丙午年十一月爲府，直隸京師。
HCH_012_044_001293	十四年十一月改隸浙江。
HCH_012_044_001294	領州一，縣六。
HCH_012_044_001295	南距布政司百九十里。
HCH_012_044_001296	烏程倚。
HCH_012_044_001297	北有卞山，亦曰弁山。
HCH_012_044_001298	西南有石城山。
HCH_012_044_001299	南有峴山，本名顯山。
HCH_012_044_001300	西南有銅山，一名銅峴山。
HCH_012_044_001301	北有太湖，接南直蘇、常二府界。
HCH_012_044_001302	東北有大錢湖、小梅湖二口，府境羣水皆於此入太湖。
HCH_012_044_001303	又西有苕溪，源自孝豐天目之陰，流經毘山下，出大錢湖口。
HCH_012_044_001304	又南有餘不溪，即杭州境內之苕溪，自德清縣流經府南，匯爲玉湖，復東北出而匯於苕水，亦曰霅溪。
HCH_012_044_001305	東有後潘村巡檢司，後遷南潯鎮，仍故名。
HCH_012_044_001306	東北有大錢湖口巡檢司。
HCH_012_044_001307	歸安倚。
HCH_012_044_001308	南有金蓋山，亦名何山。
HCH_012_044_001309	又有衡山。
HCH_012_044_001310	東有升山，亦曰烏山，一名歐餘山。
HCH_012_044_001311	又運河在城東，源自苕溪、餘不溪二水，分流爲運河，東北經南潯鎮，入吳江縣界，合嘉興之運河。
HCH_012_044_001312	又南有荻塘，亦曰荻港，東北接運河。
HCH_012_044_001313	其枝流東南出烏鎮，合桐鄉之爛溪。
HCH_012_044_001314	又東有潯溪，即餘不溪支流也，流經南潯。
HCH_012_044_001315	東南有璉市巡檢司。
HCH_012_044_001316	又西南有上沃埠巡檢司，後廢。
HCH_012_044_001317	長興府西北。
HCH_012_044_001318	元長興州。
HCH_012_044_001319	太祖丁酉年三月改名長官州，壬寅年復曰長興。
HCH_012_044_001320	洪武二年降爲縣。
HCH_012_044_001321	西北有顧渚山，產茶，一名西顧山，一名吳望山。
HCH_012_044_001322	東北有太湖，與南直宜興縣分中流爲界。
HCH_012_044_001323	西有箬溪，下流入太湖。
HCH_012_044_001324	西南有荊溪，東南入於苕溪。
HCH_012_044_001325	東北有皋塘、西南有四安二巡檢司。
HCH_012_044_001326	又西有合溪、南有和平二巡檢司，廢。
HCH_012_044_001327	德清府南少東。
HCH_012_044_001328	東北有敢三山。
HCH_012_044_001329	東南有運河，有餘不溪，亦曰霅溪，即苕溪別名。
HCH_012_044_001330	東北有新市鎮巡檢司。
HCH_012_044_001331	又東有下塘巡檢司，後遷五柳港口。
HCH_012_044_001332	又東有荷葉浦巡檢司，廢。
HCH_012_044_001333	武康府西南。
HCH_012_044_001334	東有封山，一名防風山。
HCH_012_044_001335	又有禺山。
HCH_012_044_001336	西南有覆舟山。
HCH_012_044_001337	南有前溪，東北有後溪流入焉，下流入德清餘不溪。
HCH_012_044_001338	安吉州元安吉縣。
HCH_012_044_001339	正德元年十一月升爲州。
HCH_012_044_001340	西南有故城。
HCH_012_044_001341	洪武徙於今治。
HCH_012_044_001342	東南有白陽山，舊產錫。
HCH_012_044_001343	西有苕溪。
HCH_012_044_001344	又有龍溪，即苕溪支流。
HCH_012_044_001345	東南有獨鬆關巡檢司，又有遞鋪巡檢司，廢。
HCH_012_044_001346	東北距府二十里。
HCH_012_044_001347	領縣一：孝豐州西南。
HCH_012_044_001348	成化二十三年析安吉縣地置，屬府。
HCH_012_044_001349	正德二年改屬州。
HCH_012_044_001350	南有天目山，有天目山巡檢司。
HCH_012_044_001351	又西南爲金石山，即天目最高處。
HCH_012_044_001352	又南有苕溪，出天目山，此爲苕溪之別源。
HCH_012_044_001353	又西有鬆坑巡檢司。
HCH_012_044_001354	紹興府元紹興路，屬浙東道宣慰司。
HCH_012_044_001355	太祖丙午年十二月爲府。
HCH_012_044_001356	領縣八。
HCH_012_044_001357	西北距布政司百三十八里。
HCH_012_044_001358	山陰倚。
HCH_012_044_001359	南有會稽山，其支山爲雲門山，又有法華山。
HCH_012_044_001360	西南爲蘭亭山。
HCH_012_044_001361	西北有塗山。
HCH_012_044_001362	北濱海，有三江口。
HCH_012_044_001363	三江者，一曰浙江；一曰錢清江，即浦陽江下流，其上源自浦江縣流入，至縣西錢清鎮，曰錢清江；一曰曹娥江，即剡溪下流，其上源自嵊縣流入，東折而北，經府東曹娥廟，爲曹娥江，又西折而北，會錢清江、浙江而入海。
HCH_012_044_001364	又西有運河，自蕭山縣流入，又東南逕會稽縣，又東入上虞縣界。
HCH_012_044_001365	又南有鑑湖，長十四五里，俗曰白塔洋，有若耶溪合焉。
HCH_012_044_001366	又北有白水湖，旁通運河。
HCH_012_044_001367	北有三江守禦千戶所，在浮山之陽，洪武二十年二月置。
HCH_012_044_001368	又有三江巡檢司，在浮山桃鬆莊。
HCH_012_044_001369	又西北有白洋巡檢司。
HCH_012_044_001370	會稽倚。
HCH_012_044_001371	東南爲會稽山，其東接宛委、秦望、天柱諸山。
HCH_012_044_001372	又東有銀山、錫山，舊產銀砂及錫。
HCH_012_044_001373	東南有若耶山。
HCH_012_044_001374	東有曹娥江。
HCH_012_044_001375	東南有平水溪，南合剡溪。
HCH_012_044_001376	東北有瀝海守禦千戶所，洪武二十年二月置。
HCH_012_044_001377	又有黃家堰巡檢司，尋遷瀝海所西，後遷上虞縣界纂風鎮，仍故名。
HCH_012_044_001378	蕭山府西北。
HCH_012_044_001379	西南有虎爪山，東南有龕山，俱下臨浙江。
HCH_012_044_001380	龕山傍有小山曰鱉子山，浙江自縣西東北流，出其中，東接大海，亦曰海門。
HCH_012_044_001381	東南有峽山，錢清江經其中，復北折而東，入山陰縣界。
HCH_012_044_001382	城西有運河，東接錢清江。
HCH_012_044_001383	又有湘湖。
HCH_012_044_001384	西南有漁浦巡檢司。
HCH_012_044_001385	又西有西興，亦曰西陵，往錢塘者由此渡江。
HCH_012_044_001386	諸暨府西南。
HCH_012_044_001387	元諸暨州。
HCH_012_044_001388	大祖己亥年正月改諸全州。
HCH_012_044_001389	丙午年十二月降爲諸暨縣。
HCH_012_044_001390	西南有新城，在五指山下，太祖癸卯年，李文忠所築。
HCH_012_044_001391	西有長山，又有五泄山。
HCH_012_044_001392	南有句乘山。
HCH_012_044_001393	又有浣江，即浦陽江，亦曰青弋江。
HCH_012_044_001394	又西南有長清關、西有陽塘關二巡檢司，廢。
HCH_012_044_001395	餘姚府東北。
HCH_012_044_001396	元餘姚州。
HCH_012_044_001397	洪武初，降爲縣。
HCH_012_044_001398	南有新城，與縣城隔江對峙，姚江經其中。
HCH_012_044_001399	南有四明山，北瀕海。
HCH_012_044_001400	姚江源自縣西南太平山，一名舜江，西北流至上虞縣，乃東北出，經縣南。
HCH_012_044_001401	又東爲慈溪之前江。
HCH_012_044_001402	東北有燭溪湖，引流爲東橫河。
HCH_012_044_001403	西有牟山湖，引流爲西橫河，俱注於姚江。
HCH_012_044_001404	又西北有臨山衛，洪武二十年二月置。
HCH_012_044_001405	東北有三山守禦千戶所，一名滸山，亦洪武二十年二月置。
HCH_012_044_001406	又東北有三山巡檢司，治金家山上，尋遷破山。
HCH_012_044_001407	北有眉山巡檢司，治眉山寨，尋遷縣西北湖海頭。
HCH_012_044_001408	又有廟山巡檢司，治廟山寨，尋遷上虞縣界中源堰，仍故名。
HCH_012_044_001409	上虞府東。
HCH_012_044_001410	西北有夏蓋山，北枕海，南臨夏蓋湖。
HCH_012_044_001411	西南有東山。
HCH_012_044_001412	東有覆卮山，接嵊縣界。
HCH_012_044_001413	又東有通明江，即姚江上流。
HCH_012_044_001414	又有運河，在縣治前。
HCH_012_044_001415	又西北有白馬湖，北接夏蓋湖，其相連者有上妃湖，亦曰上陂湖，引流爲五夫湖，東北達於餘姚之西橫河。
HCH_012_044_001416	又西有樑湖巡檢司，本治樑湖，尋遷百官市，仍故名。
HCH_012_044_001417	嵊府東南。
HCH_012_044_001418	東有丹池山。
HCH_012_044_001419	東北有嵊山。
HCH_012_044_001420	北有雩山，又有清風嶺。
HCH_012_044_001421	西有太白山。
